row,name,meta,address,phone,zip
496,THE INSTITUTE FOR FAMILY HEALTH,"Distance: 0.54 miles
230 West 17th Street, Floors 6-8 New York 10011
(212)206-5200
Handicap Accessible","230 West 17th Street, Floors 6-8 New York 10011",(212)206-5200,10011
497,THE INSTITUTE FOR FAMILY HEALTH,"Distance: 3.7 miles
300 Cadman Plaza West Brooklyn 11201
(212)423-4200
Handicap Accessible",300 Cadman Plaza West Brooklyn 11201,(212)423-4200,11201
498,THE JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,"Distance: 8.13 miles
910 East 172nd Street, 1st Floor Bronx 10460
(718)365-4044
Handicap Accessible","910 East 172nd Street, 1st Floor Bronx 10460",(718)365-4044,10460
499,"THE NEW HORIZON COUNSELING CENTER, INC.","Distance: 16.26 miles
718-720 Beach 20th Street Far Rockaway 11691
(718)327-7163
Handicap Accessible",718-720 Beach 20th Street Far Rockaway 11691,(718)327-7163,11691
500,THE NEW YORK FOUNDLING,"Distance: 4.87 miles
2090 Adam Clayton Powell Jr Boulevard New York 10027
(718)772-0280
Handicap Accessible",2090 Adam Clayton Powell Jr Boulevard New York 10027,(718)772-0280,10027
501,THE NEW YORK FOUNDLING,"Distance: 6.49 miles
501 Southern Blvd. Bronx 10455
(718)772-0280
Handicap Accessible",501 Southern Blvd. Bronx 10455,(718)772-0280,10455
502,"TRANSITIONAL SERVICES FOR NEW YORK, INC.","Distance: 10.14 miles
5th Floo90-27 Sutphin Boulevardr Jamaica 11435
(718)526-8400
Handicap Accessible",5th Floo90-27 Sutphin Boulevardr Jamaica 11435,(718)526-8400,11435
503,TRI CENTER INC,"Distance: 0.53 miles
1369 Broadway New York 10018
(212)268-8830
Handicap Accessible",1369 Broadway New York 10018,(212)268-8830,10018
504,UNIVERSITY SETTLEMENT SOCIETY OF NEW YORK,"Distance: 1.96 miles
184 Eldridge Street New York 10002
(212)453-4522
Handicap Accessible",184 Eldridge Street New York 10002,(212)453-4522,10002
505,URBAN HEALTH PLAN INC.,"Distance: 8.98 miles
4419 3rd Avenue Bronx 10457
(718)364-7700
Handicap Accessible",4419 3rd Avenue Bronx 10457,(718)364-7700,10457
506,VISITING NURSE SERVICE OF NEW YORK HOME CARE II,"Distance: 6.22 miles
349 E. 149th Street Bronx 10455
(212)290-6565
Handicap Accessible",349 E. 149th Street Bronx 10455,(212)290-6565,10455
507,"VOCATIONAL INSTRUCTION PROJECT COMMUNITY SERVICES, INC","Distance: 8.63 miles
1910 Arthur Avenue Bronx 10457
(718)542-8700
Handicap Accessible",1910 Arthur Avenue Bronx 10457,(718)542-8700,10457
508,WESTCHESTER JEWISH COMMUNITY SERVICES,"Distance: 36.91 miles
612 Depew Street Peekskill 10566
(914)773-4135
Handicap Accessible",612 Depew Street Peekskill 10566,(914)773-4135,10566
509,WESTCHESTER JEWISH COMMUNITY SERVICES,"Distance: 16.3 miles
631 Tuckahoe Road, Room 248 Yonkers 10701
(914)237-6089
Handicap Accessible","631 Tuckahoe Road, Room 248 Yonkers 10701",(914)237-6089,10701
510,ACMH INC.,"Distance: 9.11 miles
120-34 Queens Blvd. Ste.205 (office) Kew Gardens 11415
(718)261-5131
Handicap Accessible",120-34 Queens Blvd. Ste.205 (office) Kew Gardens 11415,(718)261-5131,11415
511,"ACMH, INC.","Distance: 9.11 miles
120-34 Queens Boulevard Kew Gardens 11415
(212)253-6377
Handicap Accessible",120-34 Queens Boulevard Kew Gardens 11415,(212)253-6377,11415
512,ASSOCIATION TO BENEFIT CHILDREN,"Distance: 3.4 miles
404 East 91st Street New York 10028
(646)459-6165
Handicap Accessible",404 East 91st Street New York 10028,(646)459-6165,10028
513,ASSOCIATION TO BENEFIT CHILDREN,"Distance: 3.3 miles
421 E 88th St, Room 402 New York 10128
(646)459-6165
Handicap Accessible","421 E 88th St, Room 402 New York 10128",(646)459-6165,10128
514,ASTOR SERVICES FOR CHILDREN & FAMILIES,"Distance: 7.3 miles
1110 Boston Road, Room 201 Bronx 10452
(718)231-3400
Handicap Accessible","1110 Boston Road, Room 201 Bronx 10452",(718)231-3400,10452
515,ASTOR SERVICES FOR CHILDREN & FAMILIES,"Distance: 10.75 miles
149 East Mosholu Parkway, Room 414C Bronx 10467
(718)231-3400
Handicap Accessible","149 East Mosholu Parkway, Room 414C Bronx 10467",(718)231-3400,10467
516,ASTOR SERVICES FOR CHILDREN & FAMILIES,"Distance: 8.45 miles
4143 Third Avenue, Room 218B Bronx 10472
(718)231-3400
Handicap Accessible","4143 Third Avenue, Room 218B Bronx 10472",(718)231-3400,10472
517,BETH ISRAEL MEDICAL CENTER,"Distance: 5.27 miles
25 12th St Brooklyn 11215
(718)252-3000
Handicap Accessible",25 12th St Brooklyn 11215,(718)252-3000,11215
518,BETH ISRAEL MEDICAL CENTER,"Distance: 1.85 miles
26 Avenue A New York 10009
(718)252-3000
Handicap Accessible",26 Avenue A New York 10009,(718)252-3000,10009
519,"BLEULER PSYCHOTHERAPY CENTER, INC.","Distance: 7.97 miles
104-70 Queens Boulevard, 3rd Floor Forest Hills 11375
(718)275-6010
Handicap Accessible","104-70 Queens Boulevard, 3rd Floor Forest Hills 11375",(718)275-6010,11375
520,BRONXCARE HEALTH SYSTEM,"Distance: 7.3 miles
401 E. 167th Street Bronx 10456
(718)992-7669
Handicap Accessible",401 E. 167th Street Bronx 10456,(718)992-7669,10456
521,BROOKDALE HOSPITAL MEDICAL CENTER,"Distance: 6.24 miles
1545 Atlantic Ave Brooklyn 11213
(718)240-6059
Handicap Accessible",1545 Atlantic Ave Brooklyn 11213,(718)240-6059,11213
522,"BROOKLYN CENTER FOR PSYCHOTHERAPY, INC.","Distance: 249.27 miles
33 Chestnut St Rochester 14604
(718)398-0800
Handicap Accessible",33 Chestnut St Rochester 14604,(718)398-0800,14604
523,CENTER FOR ALTERNATIVE SENTENCING AND EMPLOYMENT SERVICES,"Distance: 3.99 miles
151 Lawrence Street, 4th Floor Brooklyn 11201
(212)553-6300
Handicap Accessible","151 Lawrence Street, 4th Floor Brooklyn 11201",(212)553-6300,11201
524,CENTER FOR HEARING AND COMMUNICATION,"Distance: 3.03 miles
50 Broadway New York 10004
(917)305-7700
Handicap Accessible",50 Broadway New York 10004,(917)305-7700,10004
525,CENTER FOR URBAN COMMUNITY SERVICES,"Distance: 7.94 miles
1307 Southern Boulevard Bronx 10459
(718)519-8326
Handicap Accessible",1307 Southern Boulevard Bronx 10459,(718)519-8326,10459
526,"COMMUNITY ASSOCIATION OF PROGRESSIVE DOMINICANS, INC.","Distance: 8.32 miles
1865 Morris Avenue, Room 116 Bronx 10453
(212)781-5500
Handicap Accessible","1865 Morris Avenue, Room 116 Bronx 10453",(212)781-5500,10453
527,"COMMUNITY ASSOCIATION OF PROGRESSIVE DOMINICANS, INC.","Distance: 6.94 miles
3940 Broadway New York 10032
(212)781-5500
Handicap Accessible",3940 Broadway New York 10032,(212)781-5500,10032
528,"FAMILY SERVICES OF WESTCHESTER, INC.","Distance: 16.33 miles
15 Summit Ave New Rochelle 10801
(914)355-2625
Handicap Accessible",15 Summit Ave New Rochelle 10801,(914)355-2625,10801
529,GODDARD RIVERSIDE COMMUNITY CENTER,"Distance: 5.64 miles
140 West 140th Street New York 10030
(212)531-2727
Handicap Accessible",140 West 140th Street New York 10030,(212)531-2727,10030
530,"GREENWICH HOUSE, INC","Distance: 2.03 miles
210-212 Canal Street, Units 403 & 404 New York 10013
(212)242-4140
Handicap Accessible","210-212 Canal Street, Units 403 & 404 New York 10013",(212)242-4140,10013
531,INSTITUTE FOR COMMUNITY LIVING,"Distance: 6.96 miles
2384 Atlantic Avenue Brooklyn 11233
(718)234-0073
Handicap Accessible",2384 Atlantic Avenue Brooklyn 11233,(718)234-0073,11233
532,"INTERBOROUGH DEVELOPMENTAL & CONSULTATION CENTER, INC","Distance: 3.9 miles
819 Grand Street Brooklyn 11211
(718)388-5176
Handicap Accessible",819 Grand Street Brooklyn 11211,(718)388-5176,11211
533,JAMAICA HOSPITAL MEDICAL CENTER,"Distance: 10.11 miles
9009 Van Wyck Expressway Jamaica 11435
(718)206-6000
Handicap Accessible",9009 Van Wyck Expressway Jamaica 11435,(718)206-6000,11435
534,JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,"Distance: 3.82 miles
202 Graham Avenue Brooklyn 11206
(913)308-0848
Handicap Accessible",202 Graham Avenue Brooklyn 11206,(913)308-0848,11206
535,JEWISH CHILD CARE ASSOCIATION OF NEW YORK,"Distance: 28.92 miles
1075 Broadway Pleasantville 10570
(917)808-4800
Handicap Accessible",1075 Broadway Pleasantville 10570,(917)808-4800,10570
536,"JULIA DYCKMAN ANDURS MEMORIAL, INC.","Distance: 22.04 miles
128 Grandview Avenue, Room 245 White Plains 10605
(914)965-1109
Handicap Accessible","128 Grandview Avenue, Room 245 White Plains 10605",(914)965-1109,10605
537,"JULIA DYCKMAN ANDURS MEMORIAL, INC.","Distance: 37.36 miles
212 Ringgold Street, Room 221 Peekskill 10566
(914)965-1109
Handicap Accessible","212 Ringgold Street, Room 221 Peekskill 10566",(914)965-1109,10566
538,"JULIA DYCKMAN ANDURS MEMORIAL, INC.","Distance: 16.57 miles
65 Main Street, Office 7, Room 340 Tuckahoe 10707
(914)528-2021
Handicap Accessible","65 Main Street, Office 7, Room 340 Tuckahoe 10707",(914)528-2021,10707
539,KINGSBORO PSYCHIATRIC CENTER (NYSOMH),"Distance: 8.85 miles
9801 Foster Avenue, #441 Brooklyn 11236
(718)257-7780
Handicap Accessible","9801 Foster Avenue, #441 Brooklyn 11236",(718)257-7780,11236
540,KINGSBROOK JEWISH MEDICAL CENTER,"Distance: 6.97 miles
585 Schenectady Avenue Brooklyn 11203
(718)604-5615
Handicap Accessible",585 Schenectady Avenue Brooklyn 11203,(718)604-5615,11203
541,MOUNT SINAI HOSPITAL,"Distance: 4.02 miles
25-10 30th Avenue Long Island City 11102
(718)392-1000
Handicap Accessible",25-10 30th Avenue Long Island City 11102,(718)392-1000,11102
543,"NEW ALTERNATIVES FOR CHILDREN, INC","Distance: 0.42 miles
37 West 26th Street New York 10010
(212)696-1550
Handicap Accessible",37 West 26th Street New York 10010,(212)696-1550,10010
545,NEW YORK CITY CHILDREN'S CENTER (NYSOMH),"Distance: 6.46 miles
1819 Bergen Street Brooklyn 11233
(518)549-5272
Handicap Accessible",1819 Bergen Street Brooklyn 11233,(518)549-5272,11233
546,NEW YORK CITY CHILDREN'S CENTER (NYSOMH),"Distance: 14.31 miles
74-03 Commonwealth Blvd , bldg 57, 2nd FL, Rear Bellerose 11426
(718)264-4586
Handicap Accessible","74-03 Commonwealth Blvd , bldg 57, 2nd FL, Rear Bellerose 11426",(718)264-4586,11426
547,NEW YORK FOUNDLING,"Distance: 4.78 miles
123 Morningside Drive, Room 258 New York 10027
(917)485-7580
Handicap Accessible","123 Morningside Drive, Room 258 New York 10027",(917)485-7580,10027
548,NEW YORK FOUNDLING,"Distance: 4.51 miles
45-11 31st Ave, RM 429A Astoria 11103
(917)485-7580
Handicap Accessible","45-11 31st Ave, RM 429A Astoria 11103",(917)485-7580,11103
549,NEW YORK PSYCHIATRIC INSTITUTE (NYSOMH),"Distance: 7.04 miles
1051 Riverside Drive, 1st Fl New York 10032
(646)774-8459
Handicap Accessible","1051 Riverside Drive, 1st Fl New York 10032",(646)774-8459,10032
550,NEW YORK PSYCHIATRIC INSTITUTE (NYSOMH),"Distance: 6.98 miles
513 W. 166th Street, 4th Fl New York 10032
(212)928-8300
Handicap Accessible","513 W. 166th Street, 4th Fl New York 10032",(212)928-8300,10032
551,NEW YORK PSYCHOTHERAPY AND COUNSELING CENTER,"Distance: 6.45 miles
579 Courtlandt Avenue Bronx 10451
(718)485-2100
Handicap Accessible",579 Courtlandt Avenue Bronx 10451,(718)485-2100,10451
552,"NORTHSIDE CENTER FOR CHILD DEVELPOMENT, INC.","Distance: 4.08 miles
35 E 110th Street New York 10029
(212)426-3400
Handicap Accessible",35 E 110th Street New York 10029,(212)426-3400,10029
553,NORTHWELL / PHELPS MEMORIAL HOSPITAL,"Distance: 25.97 miles
755 North Broadway Sleepy Hollow 10591
(914)366-3600
Handicap Accessible",755 North Broadway Sleepy Hollow 10591,(914)366-3600,10591
554,NORTHWELL / SOUTH OAKS HOSPITAL,"Distance: 30.39 miles
400 Sunrise Highway, Admin Bldg, 2nd Floor Amityville 11701
(631)608-5900
Handicap Accessible","400 Sunrise Highway, Admin Bldg, 2nd Floor Amityville 11701",(631)608-5900,11701
556,NYC HEALTH + HOSPITALS / NORTH CENTRAL BRONX,"Distance: 10.98 miles
3424 Kossuth Avenue Bronx 10467
(718)579-4061
Handicap Accessible",3424 Kossuth Avenue Bronx 10467,(718)579-4061,10467
557,NYC HEALTH + HOSPITALS / QUEENS,"Distance: 10.29 miles
82-68 164th Street Jamaica 11432
(718)579-4061
Handicap Accessible",82-68 164th Street Jamaica 11432,(718)579-4061,11432
558,NYC HEALTH + HOSPITALS / QUEENS,"Distance: 10.93 miles
82-70 164th Street Jamaica 11432
(718)579-4061
Handicap Accessible",82-70 164th Street Jamaica 11432,(718)579-4061,11432
559,OHEL CHILDREN'S HOME AND FAMILY SERVICES DBA TIKVAH AT OHEL,"Distance: 16.97 miles
156 Beach 9th Street Far Rockaway 11691
(718)435-5533
Handicap Accessible",156 Beach 9th Street Far Rockaway 11691,(718)435-5533,11691
560,OUTREACH DEVELOPMENT CORPORATION,"Distance: 38.76 miles
452 Suffolk Avenue Brentwood 11717
(631)436-6065
Handicap Accessible",452 Suffolk Avenue Brentwood 11717,(631)436-6065,11717
561,PESACH TIKVAH HOPE DEVELOPMENT INC.,"Distance: 7.93 miles
1601 42nd Street Rm 312 Brooklyn 11204
(718)875-6900
Handicap Accessible",1601 42nd Street Rm 312 Brooklyn 11204,(718)875-6900,11204
563,PESACH TIKVAH HOPE DEVELOPMENT INC.,"Distance: 8.78 miles
40 Lynch Street Rm 115 Brooklyn 11206
(718)875-6900
Handicap Accessible",40 Lynch Street Rm 115 Brooklyn 11206,(718)875-6900,11206
564,PESACH TIKVAH HOPE DEVELOPMENT INC.,"Distance: 10.86 miles
4315 16th Avenue Rm 1 Bronx 10467
(718)875-6900
Handicap Accessible",4315 16th Avenue Rm 1 Bronx 10467,(718)875-6900,10467
565,PESACH TIKVAH HOPE DEVELOPMENT INC.,"Distance: 7.39 miles
550 Ocean Parkway Rm 102 Brooklyn 11218
(718)875-6900
Handicap Accessible",550 Ocean Parkway Rm 102 Brooklyn 11218,(718)875-6900,11218
566,"PROMESA RESIDENTIAL HEALTH CARE FACILITY, INC. DBA CASA PROMESA","Distance: 5.22 miles
561 Court St Brooklyn 11231
(347)352-2500
Handicap Accessible",561 Court St Brooklyn 11231,(347)352-2500,11231
567,"PUERTO RICAN FAMILY INSTITUTE, INC.","Distance: 0.67 miles
145 West 15th Street New York 10011
(212)924-6320
Handicap Accessible",145 West 15th Street New York 10011,(212)924-6320,10011
568,ROCKLAND CHILDREN'S PSYCHIATRIC CENTER (NYSOMH),"Distance: 69.17 miles
5 BOCES Road, Rms S5, S18-S20, Offices 101, 115 Poughkeepsie 12601
(845)486-4944
Handicap Accessible","5 BOCES Road, Rms S5, S18-S20, Offices 101, 115 Poughkeepsie 12601",(845)486-4944,12601
569,ROCKLAND PSYCHIATRIC CENTER (NYSOMH),"Distance: 14.16 miles
100 E 1st Street Mount Vernon 10550
(518)549-5272
Handicap Accessible",100 E 1st Street Mount Vernon 10550,(518)549-5272,10550
570,ROCKLAND PSYCHIATRIC CENTER (NYSOMH),"Distance: 14.16 miles
100 East 1st Street Mount Vernon 10550
(914)363-1510
Handicap Accessible",100 East 1st Street Mount Vernon 10550,(914)363-1510,10550
571,ROCKLAND PSYCHIATRIC CENTER (NYSOMH),"Distance: 14.37 miles
2 Park Avenue Yonkers 10703
(518)549-5272
Handicap Accessible",2 Park Avenue Yonkers 10703,(518)549-5272,10703
572,SAMARITAN DAYTOP VILLAGE INC,"Distance: 5.73 miles
250 Grand Concourse Bronx 10451
(718)292-4455
Handicap Accessible",250 Grand Concourse Bronx 10451,(718)292-4455,10451
573,SAMARITAN DAYTOP VILLAGE INC,"Distance: 5.73 miles
250 Grand Concourse Avenue Bronx 10451
(718)292-4455
Handicap Accessible",250 Grand Concourse Avenue Bronx 10451,(718)292-4455,10451
574,SAMARITAN DAYTOP VILLAGE INC,"Distance: 10.88 miles
900 Arnow Ave Bronx 10469
(718)292-4455
Handicap Accessible",900 Arnow Ave Bronx 10469,(718)292-4455,10469
575,"SERVICE PROGRAM FOR OLDER PEOPLE, INC","Distance: 3.96 miles
135 West 106th Street New York 10025
(212)787-7120
Handicap Accessible",135 West 106th Street New York 10025,(212)787-7120,10025
576,"SERVICE PROGRAM FOR OLDER PEOPLE, INC","Distance: 4.23 miles
312 East 109th Street New York 10029
(212)787-7120
Handicap Accessible",312 East 109th Street New York 10029,(212)787-7120,10029
577,"SERVICE PROGRAM FOR OLDER PEOPLE, INC","Distance: 1.38 miles
331 East 12th Street New York 10003
(212)787-7120
Handicap Accessible",331 East 12th Street New York 10003,(212)787-7120,10003
578,SHELTERING ARMS CHILDREN AND FAMILY SERVICES,"Distance: 6.14 miles
412 East 147th Stree Bronx N.Y. 10455
(212)675-1000
Handicap Accessible",412 East 147th Stree Bronx N.Y. 10455,(212)675-1000,10455
579,"START TREATMENT & RECOVERY CENTERS, INC","Distance: 4.91 miles
119-121 West 124th Street New York 10027
(800)211-0996
Handicap Accessible",119-121 West 124th Street New York 10027,(800)211-0996,10027
580,"THE BRIDGE, INC","Distance: 6.59 miles
560 Southern Blvd Bronx 10455
(212)663-3000
Handicap Accessible",560 Southern Blvd Bronx 10455,(212)663-3000,10455
581,"THE CHILD CENTER OF NY, INC.","Distance: 15.79 miles
426 Beach 40th Street Far Rockaway 11691
(718)651-7770
Handicap Accessible",426 Beach 40th Street Far Rockaway 11691,(718)651-7770,11691
582,THE CHILDREN'S AID SOCIETY,"Distance: 8.13 miles
910 E. 172nd Street Bronx 10460
(347)767-2200
Handicap Accessible",910 E. 172nd Street Bronx 10460,(347)767-2200,10460
583,THE FLOATING HOSPITAL INC.,"Distance: 2.78 miles
10-29 41st Avenue Long Island City 11101
(718)784-2240
Handicap Accessible",10-29 41st Avenue Long Island City 11101,(718)784-2240,11101
584,THE JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,"Distance: 12.39 miles
1220 East 229th Street Bronx 10466
(718)365-4044
Handicap Accessible",1220 East 229th Street Bronx 10466,(718)365-4044,10466
585,THE JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,"Distance: 8.81 miles
80 E 181st Street Bronx 10453
(718)365-4044
Handicap Accessible",80 E 181st Street Bronx 10453,(718)365-4044,10453
586,"THE NEW HORIZON COUNSELING CENTER, INC.","Distance: 16.52 miles
242 Beach 20th Street Far Rockaway 11691
(718)471-0982
Handicap Accessible",242 Beach 20th Street Far Rockaway 11691,(718)471-0982,11691
587,"UPPER ROOM AIDS MINISTRY, INC.","Distance: 5.31 miles
163 West 133rd Street, 1st Floor New York 10030
(646)762-4950
Handicap Accessible","163 West 133rd Street, 1st Floor New York 10030",(646)762-4950,10030
588,VIP COMMUNITY SERVICES,"Distance: 8.55 miles
770 E 176th St Bronx 10460
(718)542-8700
Handicap Accessible",770 E 176th St Bronx 10460,(718)542-8700,10460
589,"WELLLIFE NETWORK, INC.","Distance: 6.87 miles
1900 Sterling Place, 1st and 2nd Floor Brooklyn 11223
(917)563-3347
Handicap Accessible","1900 Sterling Place, 1st and 2nd Floor Brooklyn 11223",(917)563-3347,11223
590,"WELLLIFE NETWORK, INC.","Distance: 13.08 miles
209-11 Jamaica Avenue Queens Village 11428
(718)297-1718
Handicap Accessible",209-11 Jamaica Avenue Queens Village 11428,(718)297-1718,11428
591,WESTCHESTER JEWISH COMMUNITY SERVICES,"Distance: 37.81 miles
1101 Main Street Peekskill 10566
(914)737-7338
Handicap Accessible",1101 Main Street Peekskill 10566,(914)737-7338,10566
592,"ACMH, INC.","Distance: 11.21 miles
90-26 171st Street Jamaica 11432
(212)253-6377
Handicap Accessible",90-26 171st Street Jamaica 11432,(212)253-6377,11432
594,ARISTA CENTER FOR PSYCHOTHERAPY,"Distance: 8.4 miles
110-20 71st Road, Suite 111 Forest Hills 11375
(718)793-3133
Handicap Accessible","110-20 71st Road, Suite 111 Forest Hills 11375",(718)793-3133,11375
595,ASTOR SERVICES FOR CHILDREN & FAMILIES,"Distance: 8.57 miles
516 East Treamont Avenue Bronx 10457
(718)231-3400
Handicap Accessible",516 East Treamont Avenue Bronx 10457,(718)231-3400,10457
596,BALTIC STREET CLINIC (NYSOMH),"Distance: 4.3 miles
250 Baltic Street Brooklyn 11201
(718)855-3131
Handicap Accessible",250 Baltic Street Brooklyn 11201,(718)855-3131,11201
597,"BRIDGE BACK TO LIFE CENTER, INC.","Distance: 3.81 miles
175 Remsen St Brooklyn 11201
(718)447-5700
Handicap Accessible",175 Remsen St Brooklyn 11201,(718)447-5700,11201
598,"BRIDGE BACK TO LIFE CENTER, INC.","Distance: 27.1 miles
4271 Hempstead Turnpike Bethpage 11714
(516)520-6600
Handicap Accessible",4271 Hempstead Turnpike Bethpage 11714,(516)520-6600,11714
599,BRIDGING ACCESS TO CARE,"Distance: 7.06 miles
2261 Church Avenue, 1st Floor Brooklyn 11226
(347)505-5117
Handicap Accessible","2261 Church Avenue, 1st Floor Brooklyn 11226",(347)505-5117,11226
600,C.C.M.S.,"Distance: 0.39 miles
115 West 31st Street New York 10001
(718)802-0666
Handicap Accessible",115 West 31st Street New York 10001,(718)802-0666,10001
601,C.C.M.S.,"Distance: 4.13 miles
25 Elm Place Brooklyn 11201
(718)802-0666
Handicap Accessible",25 Elm Place Brooklyn 11201,(718)802-0666,11201
602,"CATHOLIC CHARITIES NEIGHBORHOOD SERVICES, INC.","Distance: 16.31 miles
1847 Mott Avenue Far Rockawa 11691
(718)722-6258
Handicap Accessible",1847 Mott Avenue Far Rockawa 11691,(718)722-6258,11691
603,"CATHOLIC CHARITIES NEIGHBORHOOD SERVICES, INC.","Distance: 4.13 miles
Mercy Gardens Brooklyn 11205
(718)722-6258
Handicap Accessible",Mercy Gardens Brooklyn 11205,(718)722-6258,11205
604,"CHILDREN OF PROMISE, NYC","Distance: 5.41 miles
54 Macdonough Street Brooklyn 11216
(718)483-9290
Handicap Accessible",54 Macdonough Street Brooklyn 11216,(718)483-9290,11216
605,"FAMILY SERVICES OF WESTCHESTER, INC.","Distance: 23.52 miles
106 North Broadway White Plains 10603
(914)422-8100
Handicap Accessible",106 North Broadway White Plains 10603,(914)422-8100,10603
606,"FAMILY SERVICES OF WESTCHESTER, INC.","Distance: 15.48 miles
507 5th Ave. Pelham 10803
(914)738-1728
Handicap Accessible",507 5th Ave. Pelham 10803,(914)738-1728,10803
607,"FAMILY SERVICES OF WESTCHESTER, INC.","Distance: 18.03 miles
78 Main Street Hastings-on-Hudson 10706
(914)274-8334
Handicap Accessible",78 Main Street Hastings-on-Hudson 10706,(914)274-8334,10706
608,"HAITIAN CENTERS COUNCIL, INC","Distance: 7.3 miles
3807 Church Avenue Brooklyn 11203
(718)940-2200
Handicap Accessible",3807 Church Avenue Brooklyn 11203,(718)940-2200,11203
609,INSTITUTE FOR COMMUNITY LIVING,"Distance: 5.39 miles
14 Bruckner Boulevard Bronx 10454
(212)385-3030
Handicap Accessible",14 Bruckner Boulevard Bronx 10454,(212)385-3030,10454
610,INSTITUTE FOR COMMUNITY LIVING,"Distance: 16.55 miles
4434 Amboy Road Staten Island 10312
(888)425-0501
Handicap Accessible",4434 Amboy Road Staten Island 10312,(888)425-0501,10312
611,INSTITUTE FOR COMMUNITY LIVING,"Distance: 4.3 miles
50 Nevins Street Brooklyn 11217
(888)425-0501
Handicap Accessible",50 Nevins Street Brooklyn 11217,(888)425-0501,11217
612,"INTERBOROUGH DEVELOPMENTAL & CONSULTATION CENTER, INC","Distance: 6.45 miles
1117 Eastern Parkway Brooklyn 11213
(718)684-7774
Handicap Accessible",1117 Eastern Parkway Brooklyn 11213,(718)684-7774,11213
613,"INTERBOROUGH DEVELOPMENTAL & CONSULTATION CENTER, INC","Distance: 8.85 miles
94 - 13 Flatlands Ave. Brooklyn 11236
(718)272-1600
Handicap Accessible",94 - 13 Flatlands Ave. Brooklyn 11236,(718)272-1600,11236
614,"JEWISH BOARD OF FAMILY AND CHILDREN'S SERVICES, INC.","Distance: 9.09 miles
1600 Avenue L, Room 124 Brooklyn 11230
(718)258-9283
Handicap Accessible","1600 Avenue L, Room 124 Brooklyn 11230",(718)258-9283,11230
615,JEWISH CHILD CARE ASSOCIATION OF NEW YORK,"Distance: 8.61 miles
858 East 29th Street Brooklyn 11210
(718)859-4500
Handicap Accessible",858 East 29th Street Brooklyn 11210,(718)859-4500,11210
616,"JULIA DYCKMAN ANDURS MEMORIAL, INC.","Distance: 12.71 miles
195 McLean Avenue, Office 1, 1st Fl Yonkers 10705
(914)528-2021
Handicap Accessible","195 McLean Avenue, Office 1, 1st Fl Yonkers 10705",(914)528-2021,10705
617,MANHATTAN PSYCHIATRIC CENTER (NYSOMH),"Distance: 4.93 miles
163 W 125th Street New York 10027
(518)549-5272
Handicap Accessible",163 W 125th Street New York 10027,(518)549-5272,10027
618,MENTAL HEALTH ASSN OF NYC INC DBA VIBRANT,"Distance: 9.43 miles
2488 Grand Concourse, Suite 301 Bronx 10458
(646)532-3560
Handicap Accessible","2488 Grand Concourse, Suite 301 Bronx 10458",(646)532-3560,10458
619,METROPOLITAN CENTER FOR MENTAL HEALTH INC,"Distance: 2.92 miles
160 West 86th St. Bsmt New York 10024
(212)543-0004
Handicap Accessible",160 West 86th St. Bsmt New York 10024,(212)543-0004,10024
620,NEIGHBORHOOD COUNSELING CENTER,"Distance: 8.99 miles
7701 13th Avenue Brooklyn 11228
(718)232-1351
Handicap Accessible",7701 13th Avenue Brooklyn 11228,(718)232-1351,11228
621,"NEW HORIZON COUNSELING CENTER, INC.","Distance: 43.06 miles
11 Route 111 Smithtown 11787
(718)471-8671
Handicap Accessible",11 Route 111 Smithtown 11787,(718)471-8671,11787
622,"NEW HORIZON COUNSELING CENTER, INC.","Distance: 16.57 miles
1526 New Haven Avenue Far Rockaway 11691
(718)471-8671
Handicap Accessible",1526 New Haven Avenue Far Rockaway 11691,(718)471-8671,11691
623,"NEW HORIZON COUNSELING CENTER, INC.","Distance: 31.6 miles
445 Oak Street Copiague 11726
(718)471-8671
Handicap Accessible",445 Oak Street Copiague 11726,(718)471-8671,11726
625,NEW YORK FOUNDLING,"Distance: 4.73 miles
216 East 120th Street, 1st Flr, RM 222, New York 10035
(917)485-7580
Handicap Accessible","216 East 120th Street, 1st Flr, RM 222, New York 10035",(917)485-7580,10035
626,NEW YORK FOUNDLING,"Distance: 5.63 miles
240 Convent Ave, RM 111, NY NY 10031 New York 10031
(917)485-7580
Handicap Accessible","240 Convent Ave, RM 111, NY NY 10031 New York 10031",(917)485-7580,10031
627,NEW YORK PSYCHOTHERAPY AND COUNSELING CENTER,"Distance: 9.03 miles
2857 Linden Boulevard Brooklyn 11208
(718)235-3100
Handicap Accessible",2857 Linden Boulevard Brooklyn 11208,(718)235-3100,11208
628,"NORTHSIDE CENTER FOR CHILD DEVELPOMENT, INC.","Distance: 6.48 miles
250 East 156th Street, Room 413B Bronx 10451
(212)426-3400
Handicap Accessible","250 East 156th Street, Room 413B Bronx 10451",(212)426-3400,10451
629,NORTHWELL / HUNTINGTON HOSPITAL ASSOCIATION,"Distance: 31.71 miles
270 Park Avenue Huntington 11743
(631)351-2434
Handicap Accessible",270 Park Avenue Huntington 11743,(631)351-2434,11743
