program_region,program_county,sponsor_name,agency_name,site_name,main_site,site_address,site_city,site_state,site_zip_code,site_county,population_simple,type,full_address,lat,long,geometry
New York City,Kings,New York City Health and Hospitals Corporation Coney Island Hospital,NYC-HHC Coney Island Hospital,Coney Island Hospital Child and Adult Outpatient Clinic Prog,Y,2601 Ocean Parkway,Brooklyn,NY,11235,Kings,Children & Adolescents,Community,"2601 Ocean Parkway, Brooklyn, NY 11235",40.5850562,-73.96546049999999,"[-73.96546049999999, 40.5850562]"
New York City,Kings,New York City Health and Hospitals Corporation Kings County Hospital Center,NYC-HHC Kings County Hospital Center,Kings County Hospital Adult Clinic,Y,410 Winthrop Street Building R,Brooklyn,NY,11203,Kings,Adolescents,Community,"410 Winthrop Street Building R, Brooklyn, NY 11203",40.657285,-73.9465508,"[-73.9465508, 40.657285]"
New York City,Kings,New York City Health and Hospitals Corporation Kings County Hospital Center,NYC-HHC Kings County Hospital Center,Kings County Hospital Child and Adolescent Clinic,Y,410 Winthrop Street Building R,Brooklyn,NY,11203,Kings,Children & Adolescents,Community,"410 Winthrop Street Building R, Brooklyn, NY 11203",40.657285,-73.9465508,"[-73.9465508, 40.657285]"
New York City,Kings,New York City Health and Hospitals Corporation Kings County Hospital Center,NYC-HHC Kings County Hospital Center,Ryder Elementary School P.S. 114,N,1077 Remsen Avenue Room B31,Brooklyn,NY,11236,Kings,Children & Adolescents,School,"1077 Remsen Avenue Room B31, Brooklyn, NY 11236",40.6426492,-73.908012,"[-73.908012, 40.6426492]"
New York City,Kings,New York City Health and Hospitals Corporation Woodhull Medical & Mental Health Center,NYC-HHC Woodhull Medical & Mental Health Cent,Outpatient Child & Adolescent Mental Health Clinic,Y,760 Broadway,Brooklyn,NY,11206,Kings,Children & Adolescents,Community,"760 Broadway, Brooklyn, NY 11206",40.7000538,-73.9417768,"[-73.9417768, 40.7000538]"
New York City,Kings,New York Psychotherapy and Counseling Center,New York Psychotherapy and Counseling Center,Bushwick Child and Family Mental Health Center,Y,102 Pilling Street,Brooklyn,NY,11207,Kings,Children & Adolescents,Community,"102 Pilling Street, Brooklyn, NY 11207",40.6848508,-73.9063638,"[-73.9063638, 40.6848508]"
New York City,Kings,New York Psychotherapy and Counseling Center,New York Psychotherapy and Counseling Center,NYPCC School-based Clinic at P.S. 116,N,"515 Knickerbocker Avenue P.S. 116 , Room 103",Brooklyn,NY,11237,Kings,Children & Adolescents,School,"515 Knickerbocker Avenue P.S. 116 , Room 103, Brooklyn, NY 11237",40.6980563,-73.91649579999999,"[-73.91649579999999, 40.6980563]"
New York City,Kings,New York Psychotherapy and Counseling Center,New York Psychotherapy and Counseling Center,NYPCC School-based Clinic at P.S. 145,N,"100 Noll Street Andrew Jackson School, Rm 114",Brooklyn,NY,11206,Kings,Children & Adolescents,School,"100 Noll Street Andrew Jackson School, Rm 114, Brooklyn, NY 11206",40.70165679999999,-73.9322329,"[-73.9322329, 40.70165679999999]"
New York City,Kings,New York Psychotherapy and Counseling Center,New York Psychotherapy and Counseling Center,NYPCC School-based Clinic at P.S. 274,N,"800 Bushwick Avenue P.S. 274 - Kosciusko School, Rm 137",Brooklyn,NY,11221,Kings,Children & Adolescents,School,"800 Bushwick Avenue P.S. 274 - Kosciusko School, Rm 137, Brooklyn, NY 11221",40.69464199999999,-73.9278137,"[-73.9278137, 40.69464199999999]"
New York City,Kings,New York Psychotherapy and Counseling Center,New York Psychotherapy and Counseling Center,NYPCC School-based Clinic at P.S./I.S. 377,N,200 Woodbine Street Room 255A,Brooklyn,NY,11221,Kings,Children & Adolescents,School,"200 Woodbine Street Room 255A, Brooklyn, NY 11221",40.6937526,-73.9149302,"[-73.9149302, 40.6937526]"
New York City,Kings,New York Psychotherapy and Counseling Center,New York Psychotherapy and Counseling Center,East New York Child and Family Mental Health Center,Y,2857 Linden Boulevard,Brooklyn,NY,11208,Kings,Children & Adolescents,Community,"2857 Linden Boulevard, Brooklyn, NY 11208",40.6703686,-73.8586991,"[-73.8586991, 40.6703686]"
New York City,Kings,"Ohel Children's Home & Family Services, Inc.","Ohel Children's Home & Family Services, Inc.",Ohel - Tikvah Clinic,Y,1262-1286 E 14 Street,Brooklyn,NY,11230,Kings,Children & Adolescents,Community,"1262-1286 E 14 Street, Brooklyn, NY 11230",40.6185118,-73.96155259999999,"[-73.96155259999999, 40.6185118]"
New York City,Kings,"Ohel Children's Home & Family Services, Inc.","Ohel Children's Home & Family Services, Inc.",Ohel - Tikvah Clinic @ Jewish Inst,N,60-05 Woodhaven Boulevard Room 526,Elmhurst,NY,11373,Queens,Children & Adolescents,Community,"60-05 Woodhaven Boulevard Room 526, Elmhurst, NY 11373",40.7311464,-73.8708995,"[-73.8708995, 40.7311464]"
New York City,Kings,"Ohel Children's Home & Family Services, Inc.","Ohel Children's Home & Family Services, Inc.",Ohel @ Bnos Bais Yaakov,N,613 Beach 9th Street Room BR 100,Far Rockaway,NY,11691,Queens,Children & Adolescents,Community,"613 Beach 9th Street Room BR 100, Far Rockaway, NY 11691",40.60076610000001,-73.7456103,"[-73.7456103, 40.60076610000001]"
New York City,Kings,"Ohel Children's Home & Family Services, Inc.","Ohel Children's Home & Family Services, Inc.",Ohel Regional Family Center,N,"156 Beach 9th Street 2nd Floor, Suite C",Far Rockaway,NY,11691,Queens,Children & Adolescents,Community,"156 Beach 9th Street 2nd Floor, Suite C, Far Rockaway, NY 11691",40.5958861,-73.7436025,"[-73.7436025, 40.5958861]"
New York City,Kings,"Ohel Children's Home & Family Services, Inc.","Ohel Children's Home & Family Services, Inc.",Ohel Tikvah Clinic @ Bnos Malka Academy,N,71-02 113th Street Room 300,Forest Hills,NY,11375,Queens,Children & Adolescents,School,"71-02 113th Street Room 300, Forest Hills, NY 11375",40.7228388,-73.83827649999999,"[-73.83827649999999, 40.7228388]"
New York City,Kings,"Ohel Children's Home & Family Services, Inc.","Ohel Children's Home & Family Services, Inc.",Ohel Tikvah Clinic @ Chabad ELC and the Academy of Art and,N,212-12 26th Avenue Room 4,Bayside,NY,11360,Queens,Children,School,"212-12 26th Avenue Room 4, Bayside, NY 11360",40.7780367,-73.77726390000001,"[-73.77726390000001, 40.7780367]"
New York City,Kings,"Ohel Children's Home & Family Services, Inc.","Ohel Children's Home & Family Services, Inc.",Ohel Tikvah School Clinic Satellite,N,400 Caswell Avenue Room 11,Staten Island,NY,10314,Richmond,Children & Adolescents,School,"400 Caswell Avenue Room 11, Staten Island, NY 10314",40.61444789999999,-74.1503287,"[-74.1503287, 40.61444789999999]"
New York City,Kings,"Ohel Children's Home & Family Services, Inc.","Ohel Children's Home & Family Services, Inc.",Yeshiva Shaarei Zion School Satellite,N,"75-24 Grand Central Parkway 3rd Floor, Room 2",Forest Hills,NY,11375,Queens,Children & Adolescents,School,"75-24 Grand Central Parkway 3rd Floor, Room 2, Forest Hills, NY 11375",40.7188646,-73.8347845,"[-73.8347845, 40.7188646]"
New York City,Kings,"One Brooklyn Health System, Inc.",Brookdale Hospital Medical Center,Brookdale Hospital CMHC Child Clinic,Y,Linden Boulevard & Brookdale Plaza 12th Floor,Brooklyn,NY,11212,Kings,Children & Adolescents,Community,"Linden Boulevard & Brookdale Plaza 12th Floor, Brooklyn, NY 11212",40.6548573,-73.9116673,"[-73.9116673, 40.6548573]"
New York City,Kings,"One Brooklyn Health System, Inc.",Brookdale Hospital Medical Center,Integrated Center @ Bishop Walker H,N,528 Prospect Place 3rd Floor,Brooklyn,NY,11238,Kings,Children & Adolescents,Community,"528 Prospect Place 3rd Floor, Brooklyn, NY 11238",40.6753379,-73.9589888,"[-73.9589888, 40.6753379]"
New York City,Kings,"One Brooklyn Health System, Inc.",Brookdale Hospital Medical Center,Interfaith Medical Center Mental Health Clinic,Y,1545 Atlantic Avenue 3rd Floor,Brooklyn,NY,11213,Kings,Children & Adolescents,Community,"1545 Atlantic Avenue 3rd Floor, Brooklyn, NY 11213",40.6783744,-73.93740749999999,"[-73.93740749999999, 40.6783744]"
New York City,Kings,"Park Slope Center for Mental Health, Inc.","Park Slope Center for Mental Health, Inc.",Park Slope Child and Family Center,N,257 15th Street,Brooklyn,NY,11215,Kings,Children & Adolescents,Community,"257 15th Street, Brooklyn, NY 11215",40.66495140000001,-73.9876401,"[-73.9876401, 40.66495140000001]"
New York City,Kings,"Park Slope Center for Mental Health, Inc.","Park Slope Center for Mental Health, Inc.",Park Slope Counseling Center,Y,348 13th Street Suites 202 & 203,Brooklyn,NY,11215,Kings,Children & Adolescents,Community,"348 13th Street Suites 202 & 203, Brooklyn, NY 11215",40.6650123,-73.9853445,"[-73.9853445, 40.6650123]"
New York City,Kings,"Pesach Tikvah-Hope Development, Inc.","Pesach Tikvah-Hope Development, Inc.",Borough Park Satellite,N,4111 18th Avenue,Brooklyn,NY,11218,Kings,Children & Adolescents,Community,"4111 18th Avenue, Brooklyn, NY 11218",40.631658,-73.974508,"[-73.974508, 40.631658]"
New York City,Kings,"Pesach Tikvah-Hope Development, Inc.","Pesach Tikvah-Hope Development, Inc.",Pesach Tikvah @ Aleksander,N,3913 151h Avenue Room 201,Brooklyn,NY,11218,Kings,Children & Adolescents,Community,"3913 151h Avenue Room 201, Brooklyn, NY 11218",40.6483744,-73.9800645,"[-73.9800645, 40.6483744]"
New York City,Kings,"Pesach Tikvah-Hope Development, Inc.","Pesach Tikvah-Hope Development, Inc.",Pesach Tikvah @ Bais Brocha (Karlin,N,4314 10th Avenue Room 1 -Lobby,Brooklyn,NY,11219,Kings,Children & Adolescents,Community,"4314 10th Avenue Room 1 -Lobby, Brooklyn, NY 11219",40.6421535,-73.99580569999999,"[-73.99580569999999, 40.6421535]"
New York City,Kings,"Pesach Tikvah-Hope Development, Inc.","Pesach Tikvah-Hope Development, Inc.",Pesach Tikvah @ Bais Esther School - Klausenberg Boys,N,945 39th Street Room 100,Brooklyn,NY,11219,Kings,Children & Adolescents,School,"945 39th Street Room 100, Brooklyn, NY 11219",40.6454569,-73.9938154,"[-73.9938154, 40.6454569]"
New York City,Kings,"Pesach Tikvah-Hope Development, Inc.","Pesach Tikvah-Hope Development, Inc.",Pesach Tikvah @ Bais Esther School - Klausenberg Girls,N,1353 50th Street Room 103,Brooklyn,NY,11219,Kings,Children & Adolescents,School,"1353 50th Street Room 103, Brooklyn, NY 11219",40.6335974,-73.9909851,"[-73.9909851, 40.6335974]"
New York City,Kings,"Pesach Tikvah-Hope Development, Inc.","Pesach Tikvah-Hope Development, Inc.",Pesach Tikvah @ Bais Ruchel BP,N,4421 15th Avenue Room 119,Brooklyn,NY,11219,Kings,Children & Adolescents,Community,"4421 15th Avenue Room 119, Brooklyn, NY 11219",40.6345545,-73.9850001,"[-73.9850001, 40.6345545]"
New York City,Kings,"Pesach Tikvah-Hope Development, Inc.","Pesach Tikvah-Hope Development, Inc.",Pesach Tikvah @ Bais Tziporah,N,1449 39th Street Room 118,Brooklyn,NY,11218,Kings,Children & Adolescents,Community,"1449 39th Street Room 118, Brooklyn, NY 11218",40.6388213,-73.9827734,"[-73.9827734, 40.6388213]"
New York City,Kings,"Pesach Tikvah-Hope Development, Inc.","Pesach Tikvah-Hope Development, Inc.",Pesach Tikvah @ Belz Yeshiva (Boys),N,1601 42nd Street Room 312,Brooklyn,NY,11204,Kings,Children & Adolescents,School,"1601 42nd Street Room 312, Brooklyn, NY 11204",40.635029,-73.9811486,"[-73.9811486, 40.635029]"
New York City,Kings,"Pesach Tikvah-Hope Development, Inc.","Pesach Tikvah-Hope Development, Inc.","Pesach Tikvah @ Belz Yeshiva (Boys), K-3",N,841-853 Ocean Parkway Room 415,Brooklyn,NY,11230,Kings,Children,School,"841-853 Ocean Parkway Room 415, Brooklyn, NY 11230",40.6277932,-73.9704682,"[-73.9704682, 40.6277932]"
New York City,Kings,"Pesach Tikvah-Hope Development, Inc.","Pesach Tikvah-Hope Development, Inc.",Pesach Tikvah @ Beth Jacob of Boro Park,N,1371 46th Street Room 601,Brooklyn,NY,11219,Kings,Children & Adolescents,Community,"1371 46th Street Room 601, Brooklyn, NY 11219",40.6358703,-73.98825190000001,"[-73.98825190000001, 40.6358703]"
New York City,Kings,"Pesach Tikvah-Hope Development, Inc.","Pesach Tikvah-Hope Development, Inc.",Pesach Tikvah @ Bnos Belz - Girls School,N,600 McDonald Avenue Room 225,Brooklyn,NY,11218,Kings,Children & Adolescents,School,"600 McDonald Avenue Room 225, Brooklyn, NY 11218",40.6395637,-73.9792834,"[-73.9792834, 40.6395637]"
New York City,Kings,"Pesach Tikvah-Hope Development, Inc.","Pesach Tikvah-Hope Development, Inc.",Pesach Tikvah @ Bnos Chaya - Staten,N,471 North Gannon Avenue,Staten Island,NY,10314,Richmond,Children & Adolescents,Community,"471 North Gannon Avenue, Staten Island, NY 10314",40.6082659,-74.1447551,"[-74.1447551, 40.6082659]"
New York City,Kings,"Pesach Tikvah-Hope Development, Inc.","Pesach Tikvah-Hope Development, Inc.",Pesach Tikvah @ Bnos Chaya 4511,N,4511 14th Avenue,Brooklyn,NY,11219,Kings,Children,Community,"4511 14th Avenue, Brooklyn, NY 11219",40.6356,-73.987751,"[-73.987751, 40.6356]"
New York City,Kings,"Pesach Tikvah-Hope Development, Inc.","Pesach Tikvah-Hope Development, Inc.",Pesach Tikvah @ Bnos Chaya 4622,N,4622 14th Avenue,Brooklyn,NY,11219,Kings,Children & Adolescents,Community,"4622 14th Avenue, Brooklyn, NY 11219",40.6350473,-73.98882449999999,"[-73.98882449999999, 40.6350473]"
New York City,Kings,"Pesach Tikvah-Hope Development, Inc.","Pesach Tikvah-Hope Development, Inc.",Pesach Tikvah @ Central UTA - Satmar Girls School,N,414 Flushing Avenue Room 213,Brooklyn,NY,11205,Kings,Children & Adolescents,School,"414 Flushing Avenue Room 213, Brooklyn, NY 11205",40.6985763,-73.9583959,"[-73.9583959, 40.6985763]"
New York City,Kings,"Pesach Tikvah-Hope Development, Inc.","Pesach Tikvah-Hope Development, Inc.",Pesach Tikvah @ Central UTA Boys Division,N,762 Wythe Avenue Room 516,Brooklyn,NY,11249,Kings,Children & Adolescents,Community,"762 Wythe Avenue Room 516, Brooklyn, NY 11249",40.7003659,-73.9602253,"[-73.9602253, 40.7003659]"
New York City,Kings,"Pesach Tikvah-Hope Development, Inc.","Pesach Tikvah-Hope Development, Inc.",Pesach Tikvah @ Chsan Sofer,N,1876 50th Street Room 109,Brooklyn,NY,11204,Kings,Children & Adolescents,Community,"1876 50th Street Room 109, Brooklyn, NY 11204",40.6263448,-73.98015629999999,"[-73.98015629999999, 40.6263448]"
New York City,Kings,"Pesach Tikvah-Hope Development, Inc.","Pesach Tikvah-Hope Development, Inc.",Pesach Tikvah @ Gan Yisroel,N,13 Church Avenue Room 207,Brooklyn,NY,11218,Kings,Children & Adolescents,Community,"13 Church Avenue Room 207, Brooklyn, NY 11218",40.6416055,-73.9827734,"[-73.9827734, 40.6416055]"
New York City,Kings,"Pesach Tikvah-Hope Development, Inc.","Pesach Tikvah-Hope Development, Inc.",Pesach Tikvah @ Kehilath Yakov - Pupa Boys School,N,4706 10th Avenue Room 103,Brooklyn,NY,11219,Kings,Children & Adolescents,School,"4706 10th Avenue Room 103, Brooklyn, NY 11219",40.6400784,-73.9979268,"[-73.9979268, 40.6400784]"
New York City,Kings,"Pesach Tikvah-Hope Development, Inc.","Pesach Tikvah-Hope Development, Inc.",Pesach Tikvah @ Kehilath Yakov - Pupa Girls School,N,1402 40th Street Room 204,Brooklyn,NY,11218,Kings,Children & Adolescents,School,"1402 40th Street Room 204, Brooklyn, NY 11218",40.6384179,-73.98456399999999,"[-73.98456399999999, 40.6384179]"
New York City,Kings,"Pesach Tikvah-Hope Development, Inc.","Pesach Tikvah-Hope Development, Inc.",Pesach Tikvah @ Krasna Yeshiva,N,4315 16th Avenue Room 1,Brooklyn,NY,10467,Kings,Children & Adolescents,School,"4315 16th Avenue Room 1, Brooklyn, NY 10467",40.6339619,-73.98211599999999,"[-73.98211599999999, 40.6339619]"
New York City,Kings,"Pesach Tikvah-Hope Development, Inc.","Pesach Tikvah-Hope Development, Inc.",Pesach Tikvah @ Sanz Netanya,N,1177 48th Street Room 209,Brooklyn,NY,11219,Kings,Children & Adolescents,Community,"1177 48th Street Room 209, Brooklyn, NY 11219",40.6370762,-73.99378329999999,"[-73.99378329999999, 40.6370762]"
New York City,Kings,"Pesach Tikvah-Hope Development, Inc.","Pesach Tikvah-Hope Development, Inc.",Pesach Tikvah @ Tiferes Elimelech,N,1650 56th Street Room 16,Brooklyn,NY,11219,Kings,Children & Adolescents,Community,"1650 56th Street Room 16, Brooklyn, NY 11219",40.6262211,-73.9884793,"[-73.9884793, 40.6262211]"
New York City,Kings,"Pesach Tikvah-Hope Development, Inc.","Pesach Tikvah-Hope Development, Inc.",Pesach Tikvah @ UTA - Torah V'Yirah,N,110 Throop Avenue Room 206,Brooklyn,NY,11206,Kings,Children & Adolescents,Community,"110 Throop Avenue Room 206, Brooklyn, NY 11206",40.7012551,-73.94558359999999,"[-73.94558359999999, 40.7012551]"
New York City,Kings,"Pesach Tikvah-Hope Development, Inc.","Pesach Tikvah-Hope Development, Inc.",Pesach Tikvah @ Viznitz Boys School,N,6 Lee Avenue Room 305,Brooklyn,NY,11211,Kings,Children & Adolescents,School,"6 Lee Avenue Room 305, Brooklyn, NY 11211",40.7071529,-73.96191619999999,"[-73.96191619999999, 40.7071529]"
New York City,Kings,"Pesach Tikvah-Hope Development, Inc.","Pesach Tikvah-Hope Development, Inc.",Pesach Tikvah @ Viznitz Girls School,N,12 Franklin Avenue Room 410,Brooklyn,NY,11249,Kings,Children & Adolescents,School,"12 Franklin Avenue Room 410, Brooklyn, NY 11249",40.698906,-73.9590979,"[-73.9590979, 40.698906]"
New York City,Kings,"Pesach Tikvah-Hope Development, Inc.","Pesach Tikvah-Hope Development, Inc.",Pesach Tikvah @ YOB GHS,N,1470 Ocean Parkway Room 205,Brooklyn,NY,11230,Kings,Adolescents,School,"1470 Ocean Parkway Room 205, Brooklyn, NY 11230",40.6128214,-73.9690907,"[-73.9690907, 40.6128214]"
New York City,Kings,"Pesach Tikvah-Hope Development, Inc.","Pesach Tikvah-Hope Development, Inc.",Pesach Tikvah @ Yagdil Torah,N,5110 18th Avenue Room 27A,Brooklyn,NY,11204,Kings,Children & Adolescents,Community,"5110 18th Avenue Room 27A, Brooklyn, NY 11204",40.6270721,-73.98255069999999,"[-73.98255069999999, 40.6270721]"
New York City,Kings,"Pesach Tikvah-Hope Development, Inc.","Pesach Tikvah-Hope Development, Inc.",Pesach Tikvah @ Yeshiva Ohr Moshe,N,1774 58th Street Room 403,Brooklyn,NY,11204,Kings,Children & Adolescents,School,"1774 58th Street Room 403, Brooklyn, NY 11204",40.623237,-73.9864693,"[-73.9864693, 40.623237]"
New York City,Kings,"Pesach Tikvah-Hope Development, Inc.","Pesach Tikvah-Hope Development, Inc.",Pesach Tikvah @ Yeshiva of Brooklyn,N,1200 Ocean Parkway Room 210,Brooklyn,NY,11230,Kings,Children & Adolescents,School,"1200 Ocean Parkway Room 210, Brooklyn, NY 11230",40.61955409999999,-73.9701927,"[-73.9701927, 40.61955409999999]"
New York City,Kings,"Pesach Tikvah-Hope Development, Inc.","Pesach Tikvah-Hope Development, Inc.",Pesach Tikvah FSC - 5309 18th Avenue,N,5309 18th Avenue,Brooklyn,NY,11204,Kings,Children & Adolescents,Community,"5309 18th Avenue, Brooklyn, NY 11204",40.6256726,-73.98332429999999,"[-73.98332429999999, 40.6256726]"
New York City,Kings,"Pesach Tikvah-Hope Development, Inc.","Pesach Tikvah-Hope Development, Inc.",Pesach Tikvah Family Services Center,Y,926 Bedford Avenue,Brooklyn,NY,11205,Kings,Children & Adolescents,Community,"926 Bedford Avenue, Brooklyn, NY 11205",40.693178,-73.9561454,"[-73.9561454, 40.693178]"
New York City,Kings,"Pesach Tikvah-Hope Development, Inc.","Pesach Tikvah-Hope Development, Inc.",Pesach Tikvah at 640 Broadway,N,640 Broadway,Brooklyn,NY,11206,Kings,Children & Adolescents,Community,"640 Broadway, Brooklyn, NY 11206",40.7025405,-73.9455119,"[-73.9455119, 40.7025405]"
New York City,Kings,"Pesach Tikvah-Hope Development, Inc.","Pesach Tikvah-Hope Development, Inc.","Pesach Tikvah at Bobover Yeshiva Bnei Zion, Inc.",N,1533 48th Street Suite 203,Brooklyn,NY,11219,Kings,Children,School,"1533 48th Street Suite 203, Brooklyn, NY 11219",40.6325611,-73.9860791,"[-73.9860791, 40.6325611]"
New York City,Kings,"Pesach Tikvah-Hope Development, Inc.","Pesach Tikvah-Hope Development, Inc.",Pesach Tikvah at Care for Special N,N,1977 Coney Island Avenue,Brooklyn,NY,11223,Kings,Children & Adolescents,Community,"1977 Coney Island Avenue, Brooklyn, NY 11223",40.608991,-73.96188599999999,"[-73.96188599999999, 40.608991]"
New York City,Kings,"Pesach Tikvah-Hope Development, Inc.","Pesach Tikvah-Hope Development, Inc.",Pesach Tikvah at Karlin Stolin,N,1818 54th Street Room 12,Brooklyn,NY,11204,Kings,Children & Adolescents,Community,"1818 54th Street Room 12, Brooklyn, NY 11204",40.624899,-73.98332429999999,"[-73.98332429999999, 40.624899]"
New York City,Kings,"Pesach Tikvah-Hope Development, Inc.","Pesach Tikvah-Hope Development, Inc.",Pesach Tikvah at UTA - Bais Rochel,N,62 Harrison Avenue Room 230,Brooklyn,NY,11211,Kings,Adolescents,Community,"62 Harrison Avenue Room 230, Brooklyn, NY 11211",40.7046644,-73.9523924,"[-73.9523924, 40.7046644]"
New York City,Kings,"Pesach Tikvah-Hope Development, Inc.","Pesach Tikvah-Hope Development, Inc.",Pesach Tikvah at United Talmudic Academy,N,75 Ross Street Room 103,Brooklyn,NY,11211,Kings,Children,School,"75 Ross Street Room 103, Brooklyn, NY 11211",40.703987,-73.9637549,"[-73.9637549, 40.703987]"
New York City,Kings,"Pesach Tikvah-Hope Development, Inc.","Pesach Tikvah-Hope Development, Inc.",Pesach Tikvah at Yeshiva Arugath Habosem,N,40 Lynch Street Room 115,Brooklyn,NY,11206,Kings,Children & Adolescents,School,"40 Lynch Street Room 115, Brooklyn, NY 11206",40.7003907,-73.9558157,"[-73.9558157, 40.7003907]"
New York City,Kings,"Pesach Tikvah-Hope Development, Inc.","Pesach Tikvah-Hope Development, Inc.",Pesach Tikvah at Yeshiva Imrei Chaim Viznitz,N,1824 53rd Street Room 210-1,Brooklyn,NY,11204,Kings,Children & Adolescents,School,"1824 53rd Street Room 210-1, Brooklyn, NY 11204",40.6255171,-73.9827734,"[-73.9827734, 40.6255171]"
New York City,Kings,"Pesach Tikvah-Hope Development, Inc.","Pesach Tikvah-Hope Development, Inc.",Pesach Tikvah at Yeshiva Kehilath Yaakov,N,206 Wilson Street Room 310,Brooklyn,NY,11211,Kings,Children & Adolescents,School,"206 Wilson Street Room 310, Brooklyn, NY 11211",40.7068885,-73.95970009999999,"[-73.95970009999999, 40.7068885]"
New York City,Kings,"Pesach Tikvah-Hope Development, Inc.","Pesach Tikvah-Hope Development, Inc.",Pesach Tikvah at Yeshiva Mevakshei Hashem,N,550 Ocean Parkway Room 102,Brooklyn,NY,11218,Kings,Children & Adolescents,School,"550 Ocean Parkway Room 102, Brooklyn, NY 11218",40.6345782,-73.9730395,"[-73.9730395, 40.6345782]"
New York City,Kings,"Pesach Tikvah-Hope Development, Inc.","Pesach Tikvah-Hope Development, Inc.",Pesach Tikvah@ UTA Torah V'Yirah BP,N,5901 13th Avenue Room 400,Brooklyn,NY,11219,Kings,Children & Adolescents,Community,"5901 13th Avenue Room 400, Brooklyn, NY 11219",40.6291222,-73.9978323,"[-73.9978323, 40.6291222]"
New York City,Kings,"Puerto Rican Family Institute, Inc.","Puerto Rican Family Institute, Inc.",Puerto Rican Family Institute Brooklyn Mental Health Clinic,Y,28 Debevoise Street 5th Floor,Brooklyn,NY,11206,Kings,Children & Adolescents,Community,"28 Debevoise Street 5th Floor, Brooklyn, NY 11206",40.7016211,-73.94163209999999,"[-73.94163209999999, 40.7016211]"
New York City,Kings,"SBH Community Service Network, Inc.","SBH Community Service Network, Inc.",Sephardic Bikur Holim Clinic,Y,1955 McDonald Avenue,Brooklyn,NY,11223,Kings,Children & Adolescents,Community,"1955 McDonald Avenue, Brooklyn, NY 11223",40.6050236,-73.9719375,"[-73.9719375, 40.6050236]"
New York City,Kings,"Safe Horizon, Inc.","Safe Horizon, Inc.",Safe Horizon Counseling Center,Y,50 Court Street 9th Floor,Brooklyn,NY,11201,Kings,Children & Adolescents,Community,"50 Court Street 9th Floor, Brooklyn, NY 11201",40.6924381,-73.9913997,"[-73.9913997, 40.6924381]"
New York City,Kings,"Safe Horizon, Inc.","Safe Horizon, Inc.",Safe Horizon Lotus House Satellite,N,P.O. Box 5551,New York,NY,10027,New York,Children & Adolescents,Community,"P.O. Box 5551, New York, NY 10027",40.8138912,-73.96243270000001,"[-73.96243270000001, 40.8138912]"
New York City,Kings,"Safe Horizon, Inc.","Safe Horizon, Inc.",Safe Horizon Rose House Satellite,N,P.O. Box 5551,New York,NY,10027,New York,Children & Adolescents,Community,"P.O. Box 5551, New York, NY 10027",40.8138912,-73.96243270000001,"[-73.96243270000001, 40.8138912]"
New York City,Kings,"Safe Horizon, Inc.","Safe Horizon, Inc.",Safe Horizon Manhattan CPO Satellite,N,100 East 122nd Street,New York,NY,10035,New York,Children & Adolescents,Community,"100 East 122nd Street, New York, NY 10035",40.8028436,-73.94000009999999,"[-73.94000009999999, 40.8028436]"
New York City,Kings,"Safe Horizon, Inc.","Safe Horizon, Inc.",Streetwork Satellite,N,209 West 125th Street 2nd Floor,New York,NY,10027,Kings,Adolescents,Community,"209 West 125th Street 2nd Floor, New York, NY 10027",40.809416,-73.948754,"[-73.948754, 40.809416]"
New York City,Kings,"Sun River Health, Inc.","Sun River Health, Inc.",Bedford Avenue Health Center,Y,1669 Bedford Avenue,Brooklyn,NY,11225,Kings,Children & Adolescents,Community,"1669 Bedford Avenue, Brooklyn, NY 11225",40.6658635,-73.9564857,"[-73.9564857, 40.6658635]"
New York City,Kings,"Sun River Health, Inc.","Sun River Health, Inc.",Church Avenue Health Center,Y,2412 Church Avenue,Brooklyn,NY,11226,Kings,Children & Adolescents,Community,"2412 Church Avenue, Brooklyn, NY 11226",40.6504294,-73.95538669999999,"[-73.95538669999999, 40.6504294]"
New York City,Kings,The Family Center,The Family Center,Irene LeeKong Health and Wellness Institute at TFC,Y,493 Nostrand Avenue 3rd and 4th Floors,Brooklyn,NY,11216,Kings,Children & Adolescents,Community,"493 Nostrand Avenue 3rd and 4th Floors, Brooklyn, NY 11216",40.6806225,-73.9494806,"[-73.9494806, 40.6806225]"
New York City,Kings,The Institute for Family Health,The Institute for Family Health,Institute Center for Counseling at Cadman,Y,300 Cadman Plaza West 17th Floor,Brooklyn,NY,11201,Kings,Children & Adolescents,Community,"300 Cadman Plaza West 17th Floor, Brooklyn, NY 11201",40.695169,-73.9910915,"[-73.9910915, 40.695169]"
New York City,New York,Ackerman Institute for the Family,Ackerman Institute for the Family,Ackerman Institute for the Family,Y,936 Broadway 2nd Floor,New York,NY,10010,New York,Children & Adolescents,Community,"936 Broadway 2nd Floor, New York, NY 10010",40.7402503,-73.98911009999999,"[-73.98911009999999, 40.7402503]"
New York City,New York,Association to Benefit Children,Association to Benefit Children,ABC @ Joan of Arc Complex,N,154 West 93rd Street Room B21,New York,NY,10025,New York,Children & Adolescents,Community,"154 West 93rd Street Room B21, New York, NY 10025",40.7912562,-73.9711111,"[-73.9711111, 40.7912562]"
