program_region,program_county,sponsor_name,agency_name,site_name,main_site,site_address,site_city,site_state,site_zip_code,site_county,population_simple,type
New York City,New York,Community Assistance Resources & Extended Services,Community Assistance Resources & Extended Ser,CARES Behavioral Health Services,Y,465 Grand Street Basement,New York,NY,10002.0,New York,Children & Adolescents,Community
New York City,New York,"Community Association of Progressive Dominicans, Inc.",Community Association of Progressive Dominica,Audubon Ballroom Family Center,Y,3940 Broadway 2nd Floor,New York,NY,10032.0,New York,Children & Adolescents,Community
New York City,New York,"Community Association of Progressive Dominicans, Inc.",Community Association of Progressive Dominica,The Audubon Ballroom Family Center School Satellite @ IS117X,N,1865 Morris Avenue Room 116,Bronx,NY,10453.0,New York,Children & Adolescents,School
New York City,New York,"Community Health Project, Inc.","Community Health Project, Inc.",Callen-Lorde Behavioral Health at T,N,208 West 13th Street,New York,NY,10011.0,New York,Adolescents,Community
New York City,New York,Gotham Health FQHC,NYC-HHC Gouverneur Hospital D&TC,Gouverneur Hospital Mental Health Clinic,Y,"227 Madison Street 5th Floor, Ambulatory Care Pavilion",New York,NY,10002.0,New York,Children & Adolescents,Community
New York City,New York,Gotham Health FQHC,NYC-HHC Gouverneur Hospital D&TC,Roberto Clemente Family Guidance Center,Y,540 E. 13th Street,New York,NY,10009.0,New York,Children & Adolescents,Community
New York City,New York,Graham-Windham Services for Families & Children,Graham-Windham Services for Families & Childr,Graham-Windham Manhattan Center,Y,274 West 145th Street 2nd Floor,New York,NY,10039.0,New York,Children & Adolescents,Community
New York City,New York,Graham-Windham Services for Families & Children,Graham-Windham Services for Families & Childr,Graham-Windham Services @ PS 123 The Mahalia Jackson School,N,301 West 140th Street Room 100B,New York,NY,10030.0,New York,Children & Adolescents,School
New York City,New York,Graham-Windham Services for Families & Children,Graham-Windham Services for Families & Childr,Webster Avenue Mental Health Center,N,1946 Webster Avenue 1st Floor,Bronx,NY,10457.0,New York,Children & Adolescents,Community
New York City,New York,"Greenwich House, Inc.","Greenwich House, Inc.",The Center for Resiliency and Wellness,Y,27 Barrow Street 3rd Floor,New York,NY,10014.0,New York,Children & Adolescents,Community
New York City,New York,"Hamilton-Madison House, Inc.","Hamilton-Madison House, Inc.",Chinatown Family Consultation Center,Y,253 South Street,New York,NY,10002.0,New York,Children & Adolescents,Community
New York City,New York,"Hamilton-Madison House, Inc.","Hamilton-Madison House, Inc.",Japanese Unit,N,253 South Street 3rd Floor,New York,NY,10002.0,New York,Children & Adolescents,Community
New York City,New York,"Hamilton-Madison House, Inc.","Hamilton-Madison House, Inc.",Korean Satellite Clinic,N,108-11 48th Avenue Cellar,Corona,NY,11368.0,Queens,Children & Adolescents,Community
New York City,New York,"Hamilton-Madison House, Inc.","Hamilton-Madison House, Inc.",Smith Consultation Center,N,253 South Street 3rd Floor,New York,NY,10002.0,New York,Children & Adolescents,Community
New York City,New York,"Hamilton-Madison House, Inc.","Hamilton-Madison House, Inc.",Southeast Asia Unit,N,253 South Street 3rd Floor,New York,NY,10002.0,New York,Children & Adolescents,Community
New York City,New York,Henry Street Settlement,Henry Street Settlement,Henry Street Settlement Community Consultation Center,Y,40 Montgomery Street,New York,NY,10002.0,New York,Children & Adolescents,Community
New York City,New York,Henry Street Settlement,Henry Street Settlement,Henry Street Settlement School,N,220 Henry Street Rooms 107 and 144c,New York,NY,10002.0,New York,Children & Adolescents,School
New York City,New York,Henry Street Settlement,Henry Street Settlement,School Based Mental Health P.S. 134/P.S. 137,N,"293 East Broadway Rooms 201, 203, and 426",New York,NY,10002.0,New York,Children,School
New York City,New York,Henry Street Settlement,Henry Street Settlement,School Based Mental Health PS 140,N,123 Ridge Street Rooms 120-1 and 321,New York,NY,10002.0,New York,Children,School
New York City,New York,Henry Street Settlement,Henry Street Settlement,School Based Mental Health PS 142,N,"100 Attorney Street Rooms 220, 248, and 260",New York,NY,10002.0,New York,Children & Adolescents,School
New York City,New York,Henry Street Settlement,Henry Street Settlement,School Based Mental Health PS 20,N,"166 Essex Street Rooms 248, 250, and 256",New York,NY,10002.0,New York,Children & Adolescents,School
New York City,New York,Hudson Guild Counseling Service,Hudson Guild Counseling Service,Hudson Guild Paula B. Balser Counseling Service,Y,441 West 26th Street,New York,NY,10001.0,New York,Children & Adolescents,Community
New York City,New York,Hudson Guild Counseling Service,Hudson Guild Counseling Service,James Baldwin School,N,351 West 18th Street,New York,NY,10011.0,New York,Children & Adolescents,School
New York City,New York,"Inwood Community Services, Inc.","Inwood Community Services, Inc.",Alicia M. Ferrer Mental Health Clinic,Y,651 Academy Street,New York,NY,10034.0,New York,Children & Adolescents,Community
New York City,New York,"Jewish Board of Family and Children's Services, Inc.",Jewish Board of Family & Children's Services,Crossroads Counseling Center,Y,135 West 50th Street 6th Floor,New York,NY,10020.0,New York,Adolescents,Community
New York City,New York,"Jewish Board of Family and Children's Services, Inc.",Jewish Board of Family & Children's Services,JBFCS - HS of Environmental Studies Satellite,N,"444 W 56th Street 6th Floor, Room 2012",New York,NY,10019.0,New York,Adolescents,School
New York City,New York,"Jewish Board of Family and Children's Services, Inc.",Jewish Board of Family & Children's Services,JBFCS - IS 188 Satellite,N,442 East Houston Street Rooms 421C and 421D,New York,NY,10002.0,New York,Children & Adolescents,School
New York City,New York,"Jewish Board of Family and Children's Services, Inc.",Jewish Board of Family & Children's Services,JBFCS - PS 116 Satellite,N,"210 East 33rd Street Rooms 108, 323, and 509",New York,NY,10016.0,New York,Children & Adolescents,School
New York City,New York,"Jewish Board of Family and Children's Services, Inc.",Jewish Board of Family & Children's Services,JBFCS - PS 15 Satellite,N,333 East 4th Street Room 103,New York,NY,10009.0,New York,Children & Adolescents,School
New York City,New York,"Jewish Board of Family and Children's Services, Inc.",Jewish Board of Family & Children's Services,JBFCS - PS 41 Satellite,N,116 West 11th Street Room 105C,New York,NY,10011.0,New York,Children & Adolescents,School
New York City,New York,"Jewish Board of Family and Children's Services, Inc.",Jewish Board of Family & Children's Services,JBFCS - PS/IS 111 Satellite,N,440 West 53rd Street Room 412,New York,NY,10019.0,New York,Children & Adolescents,School
New York City,New York,"Jewish Board of Family and Children's Services, Inc.",Jewish Board of Family & Children's Services,JBFCS - PS/IS 126 Satellite,N,80 Catherine Street Rooms 217 and 239,New York,NY,10038.0,New York,Children & Adolescents,School
New York City,New York,"Jewish Board of Family and Children's Services, Inc.",Jewish Board of Family & Children's Services,JBFCS Counseling Service at the Manhattan JCC Site,N,334 Amsterdam Avenue 2nd Floor,New York,NY,10023.0,New York,Children & Adolescents,Community
New York City,New York,"Jewish Board of Family and Children's Services, Inc.",Jewish Board of Family & Children's Services,Stuyvesant High School,N,345 Chambers Street Room 236P,New York,NY,10282.0,New York,Children & Adolescents,School
New York City,New York,"Jewish Board of Family and Children's Services, Inc.",Jewish Board of Family & Children's Services,Dr. Eugene D. Glynn/YCL Counseling Center,Y,5030 Broadway,New York,NY,10034.0,New York,Children & Adolescents,Community
New York City,New York,"Jewish Board of Family and Children's Services, Inc.",Jewish Board of Family & Children's Services,The Equity Project Charter School,N,153-157 Sherman Avenue Room 209,New York,NY,10034.0,New York,Children & Adolescents,School
New York City,New York,"Jewish Board of Family and Children's Services, Inc.",Jewish Board of Family & Children's Services,JBFCS Child Development Center Clinic,Y,34 West 139th Street,New York,NY,10037.0,New York,Children,Community
New York City,New York,"Jewish Board of Family and Children's Services, Inc.",Jewish Board of Family & Children's Services,TEP Early Childhood Campus,N,4280 Broadway 2nd Floor,New York,NY,10033.0,New York,Children,Community
New York City,New York,"Jewish Board of Family and Children's Services, Inc.",Jewish Board of Family & Children's Services,TEP Elementary School Campus,N,549 Audubon Avenue Room T7,New York,NY,10040.0,New York,Children,School
New York City,New York,"Karen Horney Clinic, Inc.","Karen Horney Clinic, Inc.",Karen Horney Clinic,Y,329 East 62nd Street,New York,NY,10065.0,New York,Children & Adolescents,Community
New York City,New York,"Lighthouse Guild International, Inc.",JGB Mental Health and Mental Retardation Svcs,"JGB Mental Health and Mental Retardation Services, Inc. CTP",Y,80 West End Avenue 4th Floor,New York,NY,10023.0,New York,Children & Adolescents,Community
New York City,New York,"Metropolitan Center for Mental Health, Inc.","Metropolitan Center for Mental Health, Inc.",MCMH - Upper West Side Satellite,N,336 Central Park West,New York,NY,10025.0,New York,Children & Adolescents,Community
New York City,New York,"Metropolitan Center for Mental Health, Inc.","Metropolitan Center for Mental Health, Inc.",MCMH - Washington Heights,N,1090 St. Nicholas Avenue,New York,NY,10032.0,New York,Children & Adolescents,Community
New York City,New York,"Metropolitan Center for Mental Health, Inc.","Metropolitan Center for Mental Health, Inc.",MCMH @ Alfred E Smith School-PS163,N,163 West 97th Street Room 203,New York,NY,10025.0,New York,Children,School
New York City,New York,"Metropolitan Center for Mental Health, Inc.","Metropolitan Center for Mental Health, Inc.",MCMH @ Lillian Weber School - PS 84,N,32 West 92nd Street Room 110,New York,NY,10025.0,New York,Children & Adolescents,School
New York City,New York,"Metropolitan Center for Mental Health, Inc.","Metropolitan Center for Mental Health, Inc.",Metropolitan Center for Mental Health,Y,160 West 86th Street,New York,NY,10024.0,New York,Children & Adolescents,Community
New York City,New York,"Mount Sinai Hospitals Group, Inc.",Beth Israel Medical Center,Beth Israel Medical Center Child Outpatient Department,Y,10 Nathan D Perlman Place,New York,NY,10003.0,New York,Children & Adolescents,Community
New York City,New York,"Mount Sinai Hospitals Group, Inc.",Mount Sinai Medical Center,Adolescent Health Center - Mental Health Clinic,Y,312-320 E. 94th Street,New York,NY,10128.0,New York,Children & Adolescents,Community
New York City,New York,"Mount Sinai Hospitals Group, Inc.",Mount Sinai Medical Center,Bayard Rustin Educational Complex School Clinic Satellite,N,351 West 18th Street Room 610,New York,NY,10011.0,New York,Adolescents,School
New York City,New York,"Mount Sinai Hospitals Group, Inc.",Mount Sinai Medical Center,Julia Richman Educational Complex,N,317 East 67th Street Room 152,New York,NY,10065.0,New York,Adolescents,Community
New York City,New York,"Mount Sinai Hospitals Group, Inc.",Mount Sinai Medical Center,Manhattan Center for Science and Mathematics,N,260 Pleasant Avenue Room 109,New York,NY,10029.0,New York,Adolescents,Community
New York City,New York,"Mount Sinai Hospitals Group, Inc.",Mount Sinai Medical Center,Child and Family Outpatient Clinic,Y,1240 Park Avenue,New York,NY,10128.0,New York,Children & Adolescents,Community
New York City,New York,"Mount Sinai Hospitals Group, Inc.",Mount Sinai Medical Center,Mount Sinai Pediatric Clinic Satellite,N,"1468 Madison Avenue Annenberg Bldg, Rooms 051 and 308",New York,NY,10029.0,New York,Children & Adolescents,Community
New York City,New York,"Mount Sinai Hospitals Group, Inc.",St. Luke's-Roosevelt Hospital Center dba MSM,Child and Family Institute Satellite,N,1090 Amsterdam Avenue 17th Floor,New York,NY,10025.0,New York,Children & Adolescents,Community
New York City,New York,"Mount Sinai Hospitals Group, Inc.",St. Luke's-Roosevelt Hospital Center dba MSM,"PS 325, PS 192 - Jacob H. Schiff School & Hamilton Grange MS",N,"500 West 138th Street GuidCounsSte, Room128, Off.1&Rm100B",New York,NY,10031.0,New York,Children & Adolescents,School
New York City,New York,"Mount Sinai Hospitals Group, Inc.",St. Luke's-Roosevelt Hospital Center dba MSM,SLR Department of Psychiatry and Behavioral Health,Y,411 W. 114th Street,New York,NY,10025.0,New York,Children & Adolescents,Community
New York City,New York,"New Alternatives for Children, Inc.","New Alternatives for Children, Inc.",NAC Mental Health Clinic,Y,37 West 26th Street 8th Floor,New York,NY,10010.0,New York,Children & Adolescents,Community
New York City,New York,"New Alternatives for Children, Inc.","New Alternatives for Children, Inc.",New Alternatives for Children Bronx Satellite,N,1775 Grand Concourse Suite 703,Bronx,NY,10453.0,Bronx,Children & Adolescents,Community
New York City,New York,New York City Children's Center,New York City Children's Center,Queens Mid-Childhood Clinic at PS 169,Y,110 East 88th Street PS 169,New York,NY,10128.0,New York,Children & Adolescents,School
New York City,New York,New York City Health and Hospitals Corporation Bellevue Hospital Center,NYC-HHC Bellevue Hospital Center,Bellevue Hospital Center Child & Adolescent Clinic,Y,462 First Avenue,New York,NY,10016.0,New York,Children & Adolescents,Community
New York City,New York,New York City Health and Hospitals Corporation Harlem Hospital Center,NYC-HHC Harlem Hospital Center,Child and Adolescent Psychiatry Clinic,Y,"46 West 137th Street Ronald Brown Bldg, 4th Fl & Rm 3071",New York,NY,10037.0,New York,Children & Adolescents,Community
New York City,New York,New York City Health and Hospitals Corporation Metropolitan Hospital Center,NYC-HHC Metropolitan Hospital Center,Metropolitan Hospital CMHC Child/Adolescent Clinic,Y,"1900 Second Avenue 6th Floor, Suite 6M22",New York,NY,10029.0,New York,Children & Adolescents,Community
New York City,New York,New York Psychiatric Institute,New York Psychiatric Institute,OnTrackNY-WHCS,N,1051 Riverside Drive 1st Floor,New York,NY,10032.0,New York,Adolescents,Community
New York City,New York,"Northside Center for Child Development, Inc.","Northside Center for Child Development, Inc.",Central Park East I,N,1573 Madison Avenue JHS Jackie Robinson Compl Rm 120B,New York,NY,10029.0,New York,Children & Adolescents,Community
New York City,New York,"Northside Center for Child Development, Inc.","Northside Center for Child Development, Inc.",East Harlem Scholars Academy HS Sat,N,320 East 96th Street Room 404,New York,NY,10128.0,New York,Adolescents,School
New York City,New York,"Northside Center for Child Development, Inc.","Northside Center for Child Development, Inc.",KIPP Infinity School Satellite,N,625 W 133rd Street Rooms 235E and 335F,New York,NY,10027.0,New York,Children & Adolescents,School
New York City,New York,"Northside Center for Child Development, Inc.","Northside Center for Child Development, Inc.",KIPP NYC College Prep Satellite,N,201 E 144th Street Room 309,Bronx,NY,10451.0,New York,Children & Adolescents,Community
New York City,New York,"Northside Center for Child Development, Inc.","Northside Center for Child Development, Inc.",Northside Behavioral Health at Alain Locke,N,21 W 111th Street Room 209,New York,NY,10026.0,New York,Children,Community
New York City,New York,"Northside Center for Child Development, Inc.","Northside Center for Child Development, Inc.",Northside Behavioral Health at KIPP Academy,N,250 E 156th Street Suite 413,Bronx,NY,10451.0,Bronx,Children & Adolescents,School
New York City,New York,"Northside Center for Child Development, Inc.","Northside Center for Child Development, Inc.",Northside Behavioral Health at P.S. 161,N,"499 W 133rd Street Room 125B, Main Floor",New York,NY,10027.0,New York,Children & Adolescents,School
New York City,New York,"Northside Center for Child Development, Inc.","Northside Center for Child Development, Inc.",Northside Behavioral Health: EHSA,N,2050 Second Avenue Room 208,New York,NY,10029.0,New York,Children,School
New York City,New York,"Northside Center for Child Development, Inc.","Northside Center for Child Development, Inc.",Northside Behavioral Health: EHSA 2,N,1573 Madison Avenue Jackie Robinson Ed. Complex Rm 431,New York,NY,10029.0,New York,Children,School
New York City,New York,"Northside Center for Child Development, Inc.","Northside Center for Child Development, Inc.",Northside Center for Child Developm,N,197 East Broadway,New York,NY,10002.0,New York,Children & Adolescents,Community
New York City,New York,"Northside Center for Child Development, Inc.","Northside Center for Child Development, Inc.",Northside Center for Child Development Clinic,Y,1475 Park Avenue,New York,NY,10029.0,New York,Children & Adolescents,Community
New York City,New York,"Northwell Healthcare, Inc./Northwell Quality and Medical Affairs, Inc.",Lenox Hill Hospital,Lenox Hill Hospital Psychiatric Outpatient Clinic,Y,210 E. 64th Street 4th Floor,New York,NY,10065.0,New York,Children & Adolescents,Community
New York City,New York,"Postgraduate Center for Mental Health, Inc.","Postgraduate Center for Mental Health, Inc.",Support Center for Individuals and Families,Y,213 W 35th Street Suite 403,New York,NY,10001.0,New York,Children & Adolescents,Community
New York City,New York,"Puerto Rican Family Institute, Inc.","Puerto Rican Family Institute, Inc.",Puerto Rican Family Institute - Manhattan Clinic,Y,145 West 15th Street,New York,NY,10011.0,New York,Children & Adolescents,Community
New York City,New York,"START Treatment & Recovery Centers, Inc.","START Treatment & Recovery Centers, Inc.",Teen START,Y,119 West 124th Street,New York,NY,10027.0,New York,Adolescents,Community
New York City,New York,"St. Mark's Place Institute for Mental Health, Inc.","St. Mark's Place Institute for Mental Health,",St. Mark's Place Institute - Unitas Clinic,Y,57 St. Mark's Place,New York,NY,10003.0,New York,Children & Adolescents,Community
New York City,New York,The Children's Aid Society,The Children's Aid Society,CAS School Based Clinic - Curtis H.S.,N,"105 Hamilton Avenue Rooms 116E, 116F, 116H",Staten Island,NY,10301.0,New York,Adolescents,School
New York City,New York,The Children's Aid Society,The Children's Aid Society,CAS School Based Clinic - I.S. 218,Y,4600 Broadway I.S. 218,New York,NY,10040.0,New York,Children & Adolescents,School
New York City,New York,The Children's Aid Society,The Children's Aid Society,I.S. 90,N,21 Jumel Place Rooms 127F and 127K,New York,NY,10032.0,New York,Children & Adolescents,School
New York City,New York,The Children's Aid Society,The Children's Aid Society,Dunlevy Milbank Family Services,Y,14-32 118th Street,New York,NY,10026.0,New York,Children & Adolescents,Community
New York City,New York,"The Fifth Avenue Counseling Center, Inc.","The Fifth Avenue Counseling Center, Inc.","The Fifth Avenue Counseling Center, Inc.",Y,5 East 17th Street 2nd Floor,New York,NY,10003.0,New York,Children & Adolescents,Community
New York City,New York,The Institute for Family Health,The Institute for Family Health,Institute Center for Counseling of Harlem,Y,1824 Madison Avenue 2nd Floor,New York,NY,10035.0,New York,Children & Adolescents,Community
New York City,New York,The Institute for Family Health,The Institute for Family Health,The Institute Center for Counseling at 17th Street,Y,230 W 17th Street Floors 6-8,New York,NY,10011.0,New York,Children & Adolescents,Community
New York City,New York,The New York Foundling,The New York Foundling,NY Foundling @ PS 36 - The Margaret Douglas School,N,123 Morningside Drive Room 258,New York,NY,10027.0,New York,Children,School
New York City,New York,The New York Foundling,The New York Foundling,New York Foundling @ Horace Greeley School - IS 10,N,45-11 31st Avenue Room 429A,Astoria,NY,11103.0,Queens,Adolescents,School
New York City,New York,The New York Foundling,The New York Foundling,"New York Foundling Wellness Center @ HS of Math, Sci, & Eng",N,240 Convent Avenue Room 111,New York,NY,10031.0,New York,Adolescents,School
New York City,New York,The New York Foundling,The New York Foundling,New York Foundling at IS 584 - Bronx,N,600 St. Ann's Avenue Room 127,Bronx,NY,10455.0,New York,Children & Adolescents,School
New York City,New York,The New York Foundling,The New York Foundling,Satellite Clinic at Herbert H. Lehm,N,3000 East Tremont Avenue Room B54B,Bronx,NY,10461.0,Bronx,Adolescents,Community
New York City,New York,The New York Foundling,The New York Foundling,Satellite Clinic at PS 149 Sojourner Truth,N,41 West 117th Street Room 138,New York,NY,10026.0,New York,Children & Adolescents,School
New York City,New York,The New York Foundling,The New York Foundling,Satellite Clinic at PS 96 Joseph Lanzetta,N,"216 East 120th Street 1st Floor, Room 222",New York,NY,10035.0,New York,Children & Adolescents,School
New York City,New York,The New York Foundling,The New York Foundling,The Foundling's Home of Integrated Behavioral Health,Y,109 E 115th Street,New York,NY,10029.0,New York,Children & Adolescents,Community
New York City,New York,The New York Foundling,The New York Foundling,The New York Foundling @ Wadleigh &,N,215 West 114th Street Rooms 207A and 313A,New York,NY,10026.0,New York,Adolescents,Community
New York City,New York,The New York Foundling,The New York Foundling,The New York Foundling at Pathways College Prep,N,109-89 203rd Street Room 327A,Saint Albans,NY,11412.0,New York,Children & Adolescents,Community
New York City,New York,The New York and Presbyterian Hospital,The New York and Presbyterian Hospital,NYP/Columbia U Medical Center Pediatric Psychiatric Clinic,Y,"635 W 165th Street, 6th Floor and 3959 Broadway, 6th Floor North",New York,NY,10032.0,New York,Children & Adolescents,Community
New York City,New York,The New York and Presbyterian Hospital,The New York and Presbyterian Hospital,NYP/Columbia UMC Pediatric Psychiatric Special Needs Clinic,N,622 W 168th Street 4th Floor,New York,NY,10032.0,New York,Children & Adolescents,Community
New York City,New York,The New York and Presbyterian Hospital,The New York and Presbyterian Hospital,P.S. 128 School Satellite,N,560 West 169th Street Room 336,New York,NY,10032.0,New York,Children & Adolescents,School
New York City,New York,The New York and Presbyterian Hospital,The New York and Presbyterian Hospital,P.S. 132 School Satellite,N,185 Wadsworth Avenue Room 360,New York,NY,10033.0,New York,Children & Adolescents,School
New York City,New York,The New York and Presbyterian Hospital,The New York and Presbyterian Hospital,P.S. 145 School Satellite,N,150 West 105th Street Room 306,New York,NY,10025.0,New York,Children & Adolescents,School
New York City,New York,The New York and Presbyterian Hospital,The New York and Presbyterian Hospital,P.S. 152 School Satellite,N,93 Nagel Avenue Room 122A,New York,NY,10040.0,New York,Children & Adolescents,School
New York City,New York,The New York and Presbyterian Hospital,The New York and Presbyterian Hospital,P.S. 173 School Satellite,N,306 Fort Washington Avenue Room 364,New York,NY,10033.0,New York,Children & Adolescents,School
New York City,New York,The New York and Presbyterian Hospital,The New York and Presbyterian Hospital,P.S. 187/M.S. 287 School Satellite,N,349 Cabrini Boulevard Room 263,New York,NY,10040.0,New York,Children & Adolescents,School
New York City,New York,The New York and Presbyterian Hospital,The New York and Presbyterian Hospital,P.S. 189 School Satellite,N,2580 Amsterdam Avenue Room 351,New York,NY,10040.0,New York,Children,School
New York City,New York,The New York and Presbyterian Hospital,The New York and Presbyterian Hospital,P.S. 4 School Satellite,N,500 W. 160th Street Room 220,New York,NY,10032.0,New York,Children & Adolescents,School
New York City,New York,The New York and Presbyterian Hospital,The New York and Presbyterian Hospital,P.S. 46 School Satellite,N,2987 Frederick Douglass Boulevard Room 320,New York,NY,10039.0,New York,Children,School
New York City,New York,The New York and Presbyterian Hospital,The New York and Presbyterian Hospital,P.S. 48 School Satellite,N,4360-78 Broadway Room 115,New York,NY,10033.0,New York,Children,School
New York City,New York,The New York and Presbyterian Hospital,The New York and Presbyterian Hospital,New York Weill Cornell Center Child and Adolescent Clinic,Y,525 E 68th Street 11th Floor,New York,NY,10065.0,New York,Children & Adolescents,Community
New York City,New York,"Union Settlement Association, Inc.","Union Settlement Association, Inc.",James Weldon Johnson Clinic Satellite,N,210 East 115th Street Apt 1A and 1D,New York,NY,10029.0,New York,Children & Adolescents,Community
New York City,New York,"Union Settlement Association, Inc.","Union Settlement Association, Inc.",James Weldon Johnson Counseling Center,Y,2089 Third Avenue,New York,NY,10029.0,New York,Children & Adolescents,Community
New York City,New York,"Union Settlement Association, Inc.","Union Settlement Association, Inc.",Lexington Gardens,N,1465 Park Avenue,New York,NY,10029.0,New York,Children & Adolescents,Community
New York City,New York,"Union Settlement Association, Inc.","Union Settlement Association, Inc.",PS 102 Jacques Cartier School,N,315 East 113th Street Room 406,New York,NY,10029.0,New York,Children,School
New York City,New York,"Union Settlement Association, Inc.","Union Settlement Association, Inc.",PS 146 Anna M. Short School Satellite,N,"421 East 106th Street Rm 308,Ste 229 Rm ABC; Ste 134 RmAB",New York,NY,10029.0,New York,Children,School
New York City,New York,"Union Settlement Association, Inc.","Union Settlement Association, Inc.","PS 72, The Lexington Academy",N,131 East 194th Street Room 408B,New York,NY,10029.0,New York,Children,School
New York City,New York,"Union Settlement Association, Inc.","Union Settlement Association, Inc.",Union Carver Early Childhood Counseling,N,1565 Madison Avenue,New York,NY,10029.0,New York,Children & Adolescents,Community
New York City,New York,"Union Settlement Association, Inc.","Union Settlement Association, Inc.",Union Johnson Early Childhood Counseling,N,1829 Lexington Avenue,New York,NY,10029.0,New York,Children & Adolescents,Community
New York City,New York,"Union Settlement Association, Inc.","Union Settlement Association, Inc.",Union Washington Early Childhood Counseling,N,1893 Second Avenue,New York,NY,10029.0,New York,Children & Adolescents,Community
New York City,New York,"Union Settlement Association, Inc.","Union Settlement Association, Inc.",Washington Lexington Senior Center,N,1775 Third Avenue,New York,NY,10029.0,New York,Children & Adolescents,Community
New York City,New York,University Settlement Society of New York,University Settlement Society of New York,PS/MS 34 Franklin D Roosevelt Schoo,N,730 East 12th Street Room 212,New York,NY,10009.0,New York,Children & Adolescents,School
New York City,New York,University Settlement Society of New York,University Settlement Society of New York,Satellite at PS 64,N,600 East 6th Street Room B47,New York,NY,10009.0,New York,Children,School
New York City,New York,University Settlement Society of New York,University Settlement Society of New York,Satellite at Tompkins Square Middle School,N,600 East 6th Street Room 303,New York,NY,10009.0,New York,Children & Adolescents,School
New York City,New York,University Settlement Society of New York,University Settlement Society of New York,University Settlement at East Side High School,N,420 East 12th Street Room 117A,New York,NY,10009.0,New York,Children & Adolescents,School
New York City,New York,University Settlement Society of New York,University Settlement Society of New York,Victory Guild Psychiatric Consultation Center,Y,184 Eldridge Street,New York,NY,10002.0,New York,Children & Adolescents,Community
New York City,New York,"Upper Manhattan Mental Health Center, Inc. aka The Emma Bowen Community Service Center","Upper Manhattan M H Center, Inc. aka The Emma",Upper Manhattan Child/Adolescent Outpatient Unit,Y,1727 Amsterdam Avenue,New York,NY,10031.0,New York,Children & Adolescents,Community
New York City,New York,William F. Ryan Community Health Center,William F. Ryan Community Health Center,Ryan Center Annex,Y,801 Amsterdam Avenue,New York,NY,10025.0,New York,Children & Adolescents,Community
New York City,New York,William F. Ryan Community Health Center,William F. Ryan Community Health Center,Ryan-NENA Center,N,279 East Third Street,New York,NY,10009.0,New York,Children & Adolescents,Community
New York City,Queens,AIDS Healthcare Foundation,"AIDS Center of Queens County, Inc.",ACQC Far Rockaway Clinic Satellite,N,1600 Central Avenue 3rd Floor,Far Rockaway,NY,11691.0,Queens,Adolescents,Community
New York City,Queens,AIDS Healthcare Foundation,"AIDS Center of Queens County, Inc.",ACQC Jamaica Clinic Satellite,N,8931 161st Street Suites 708 - 710,Jamaica,NY,11432.0,Queens,Adolescents,Community
New York City,Queens,AIDS Healthcare Foundation,"AIDS Center of Queens County, Inc.",ACQC Woodside Satellite,N,"62-07 Woodside Avenue 3rd Floor, Office #1",Woodside,NY,11377.0,Queens,Adolescents,Community
New York City,Queens,AIDS Healthcare Foundation,"AIDS Center of Queens County, Inc.","AIDS Center of Queens County, Inc.",Y,161-21 Jamaica Avenue 6th and 7th Floors,Jamaica,NY,11432.0,Queens,Adolescents,School
New York City,Queens,"Advanced Center for Psychotherapy, Inc.","Advanced Center for Psychotherapy, Inc.",Advanced Center for Psychotherapy Forest Hills,Y,103-26 68th Road,Forest Hills,NY,11375.0,Queens,Children & Adolescents,Community
New York City,Queens,"Advanced Center for Psychotherapy, Inc.","Advanced Center for Psychotherapy, Inc.",Advanced Center for Psychotherapy Jamaica Branch,Y,178-10 Wexford Terrace,Jamaica Estates,NY,11432.0,Queens,Children & Adolescents,Community
New York City,Queens,"Arista Center for Psychotherapy, Inc.","Arista Center for Psychotherapy, Inc.",Arista Center for Psychotherapy,Y,110-20 71st Road Suite 111,Forest Hills,NY,11375.0,Queens,Children & Adolescents,Community
New York City,Queens,"Bleuler Psychotherapy Center, Inc","Bleuler Psychotherapy Center, Inc.",Bleuler Psychotherapy Center,Y,104-70 Queens Boulevard,Forest Hills,NY,11375.0,Queens,Children & Adolescents,Community
New York City,Queens,"Catholic Charities Neighborhood Services, Inc.","Catholic Charities Neighborhood Services, Inc",CCNS Corona Behavioral Health Clinic,Y,91-14 37th Avenue First and Second Floors,Jackson Heights,NY,11372.0,Queens,Children & Adolescents,Community
New York City,Queens,"Catholic Charities Neighborhood Services, Inc.","Catholic Charities Neighborhood Services, Inc",CCNS Glendale Mental Health Clinic,Y,67-29 Myrtle Avenue 2nd Floor,Glendale,NY,11385.0,Queens,Children & Adolescents,Community
New York City,Queens,"Catholic Charities Neighborhood Services, Inc.","Catholic Charities Neighborhood Services, Inc",Glendale School Satellite Clinic at Maspeth High School,N,"54-40 74th Street Rooms 433C, 433D & 433E",Maspeth,NY,11373.0,Queens,Adolescents,School
New York City,Queens,"Catholic Charities Neighborhood Services, Inc.","Catholic Charities Neighborhood Services, Inc",CCNS Jamaica Behavioral Health Clinic,Y,161-10 Jamaica Avenue 2nd Floor,Jamaica,NY,11432.0,Queens,Children & Adolescents,Community
New York City,Queens,"Catholic Charities Neighborhood Services, Inc.","Catholic Charities Neighborhood Services, Inc",CCNS Rockaway Mental Health Services,Y,1847 Mott Avenue 2nd Floor,Far Rockaway,NY,11691.0,Queens,Children & Adolescents,Community
